league,team,zone,zone_idx,n,mean_team,mean_league,direction,cohen_d,t_stat,p_raw,q_fdr,sig
FA WSL 2020-21,Manchester United,C1_R2,1,1270,0.000656,0.00131,below,-0.0762,-2.7167,0.0066834132565494545,0.06852,ns
FA WSL 2020-21,Manchester United,C1_R3,2,476,0.00229,0.001555,above,0.0764,1.6658,0.09640434184185974,0.318172,ns
FA WSL 2020-21,Manchester United,C2_R1,3,1294,0.000891,0.00084,above,0.0102,0.3682,0.7127649787617147,0.864025,ns
FA WSL 2020-21,Manchester United,C2_R2,4,1228,0.000547,0.000524,above,0.0041,0.1451,0.8846767205749979,0.938545,ns
FA WSL 2020-21,Manchester United,C2_R3,5,1215,0.000536,0.000786,below,-0.0538,-1.8753,0.060987166617067386,0.263465,ns
FA WSL 2020-21,Manchester United,C3_R1,6,1828,0.000556,0.000583,below,-0.006,-0.2546,0.7990711437862907,0.905019,ns
FA WSL 2020-21,Manchester United,C3_R2,7,1481,0.001,0.000651,above,0.065,2.5009,0.012496553134618667,0.097064,ns
FA WSL 2020-21,Manchester United,C3_R3,8,1785,0.000447,0.000574,below,-0.033,-1.3921,0.16405687480780942,0.42696,ns
FA WSL 2020-21,Manchester United,C4_R1,9,1750,0.00123,0.000995,above,0.0473,1.9768,0.048225143800694294,0.260416,ns
FA WSL 2020-21,Manchester United,C4_R2,10,1308,0.001658,0.001321,above,0.0529,1.9121,0.05608561401298352,0.263465,ns
FA WSL 2020-21,Manchester United,C4_R3,11,1660,0.001119,0.000863,above,0.0473,1.9252,0.05437195743891671,0.263465,ns
FA WSL 2020-21,Manchester United,C5_R1,12,1519,0.00272,0.001927,above,0.0917,3.5758,0.000360068915314673,0.006481,**
FA WSL 2020-21,Manchester United,C5_R2,13,946,0.005432,0.004653,above,0.0521,1.601,0.10972038073249446,0.343472,ns
FA WSL 2020-21,Manchester United,C5_R3,14,1343,0.002077,0.001881,above,0.0258,0.9463,0.3441623659532664,0.646427,ns
FA WSL 2020-21,Manchester United,C6_R1,15,835,0.004289,0.002943,above,0.0899,2.5972,0.009565688377947797,0.082648,ns
FA WSL 2020-21,Manchester United,C6_R2,16,489,0.045983,0.042361,above,0.0389,0.8609,0.38973679144411094,0.667544,ns
FA WSL 2020-21,Manchester United,C6_R3,17,800,0.004086,0.002645,above,0.0926,2.6198,0.00896443681146365,0.08068,ns
FA WSL 2020-21,Reading WFC,C1_R1,0,625,0.002452,0.002092,above,0.0319,0.7981,0.42509644843843913,0.679823,ns
FA WSL 2020-21,Reading WFC,C1_R2,1,1450,0.001482,0.001235,above,0.0254,0.9689,0.33276411035289405,0.644809,ns
FA WSL 2020-21,Reading WFC,C1_R3,2,508,0.000991,0.001673,below,-0.0697,-1.5714,0.11671043840695444,0.350131,ns
FA WSL 2020-21,Reading WFC,C2_R1,3,1459,0.000533,0.000873,below,-0.0631,-2.4093,0.01610589208144577,0.119961,ns
FA WSL 2020-21,Reading WFC,C2_R2,4,1383,0.000272,0.000549,below,-0.0442,-1.6452,0.10016525896115729,0.318172,ns
FA WSL 2020-21,Reading WFC,C2_R3,5,1226,0.000958,0.000747,above,0.0408,1.4287,0.15335787991094588,0.414066,ns
FA WSL 2020-21,Reading WFC,C3_R1,6,1727,0.000599,0.000579,above,0.0049,0.203,0.8391595072198373,0.931292,ns
FA WSL 2020-21,Reading WFC,C3_R2,7,1395,0.000739,0.000675,above,0.0138,0.5153,0.6064126174971632,0.814158,ns
FA WSL 2020-21,Reading WFC,C3_R3,8,1582,0.000639,0.000557,above,0.0198,0.789,0.4302583246185492,0.679823,ns
FA WSL 2020-21,Reading WFC,C4_R1,9,1443,0.001308,0.000988,above,0.056,2.126,0.033675665382771974,0.214917,ns
FA WSL 2020-21,Reading WFC,C4_R2,10,1148,0.001257,0.001358,below,-0.0149,-0.5061,0.6129158346076056,0.814158,ns
FA WSL 2020-21,Reading WFC,C4_R3,11,1350,0.00102,0.000872,above,0.03,1.1013,0.2709837702119356,0.562812,ns
FA WSL 2020-21,Reading WFC,C5_R1,12,1084,0.002353,0.00196,above,0.0455,1.499,0.13416972401973293,0.376372,ns
FA WSL 2020-21,Reading WFC,C5_R2,13,833,0.005287,0.004666,above,0.0453,1.3072,0.19151291606267912,0.47494,ns
FA WSL 2020-21,Reading WFC,C5_R3,14,964,0.002095,0.00188,above,0.0241,0.7475,0.45494388655706564,0.686524,ns
FA WSL 2020-21,Reading WFC,C6_R1,15,575,0.003763,0.00299,above,0.0523,1.255,0.20999740212883428,0.503994,ns
FA WSL 2020-21,Reading WFC,C6_R2,16,415,0.034854,0.043372,below,-0.1018,-2.0732,0.0387757735620508,0.22041,ns
FA WSL 2020-21,Reading WFC,C6_R3,17,631,0.002721,0.00277,below,-0.0036,-0.09,0.9283049532844628,0.964009,ns
FA WSL 2020-21,Tottenham Hotspur Women,C1_R1,0,646,0.001668,0.002164,below,-0.0488,-1.2395,0.215629412521875,0.511824,ns
FA WSL 2020-21,Tottenham Hotspur Women,C1_R2,1,1388,0.00102,0.001277,below,-0.0279,-1.0382,0.2993531259886783,0.604302,ns
FA WSL 2020-21,Tottenham Hotspur Women,C1_R3,2,658,0.0013,0.001645,below,-0.0355,-0.9113,0.3624931502974685,0.654134,ns
FA WSL 2020-21,Tottenham Hotspur Women,C2_R1,3,1393,0.000577,0.000869,below,-0.0557,-2.0781,0.037881933383186565,0.22041,ns
FA WSL 2020-21,Tottenham Hotspur Women,C2_R2,4,1124,0.000486,0.00053,below,-0.0074,-0.2476,0.8044616537847785,0.905019,ns
FA WSL 2020-21,Tottenham Hotspur Women,C2_R3,5,1334,0.000868,0.000756,above,0.0219,0.7984,0.4247861411044957,0.679823,ns
FA WSL 2020-21,Tottenham Hotspur Women,C3_R1,6,1854,0.0005,0.000588,below,-0.0215,-0.9254,0.35486884903114324,0.654134,ns
FA WSL 2020-21,Tottenham Hotspur Women,C3_R2,7,1208,0.000548,0.000692,below,-0.0334,-1.1614,0.24569814462819184,0.522673,ns
FA WSL 2020-21,Tottenham Hotspur Women,C3_R3,8,1657,0.000545,0.000565,below,-0.0049,-0.1999,0.8415961046587371,0.931292,ns
FA WSL 2020-21,Tottenham Hotspur Women,C4_R1,9,1425,0.000812,0.001033,below,-0.0447,-1.6856,0.09209527963953368,0.310822,ns
FA WSL 2020-21,Tottenham Hotspur Women,C4_R2,10,706,0.001506,0.001335,above,0.0276,0.7336,0.46346061028123325,0.686524,ns
FA WSL 2020-21,Tottenham Hotspur Women,C4_R3,11,1479,0.000673,0.000904,below,-0.0546,-2.1009,0.0358194588134412,0.214917,ns
FA WSL 2020-21,Tottenham Hotspur Women,C5_R1,12,913,0.001565,0.002032,below,-0.0602,-1.82,0.06909235417464284,0.266803,ns
FA WSL 2020-21,Tottenham Hotspur Women,C5_R2,13,547,0.005714,0.004627,above,0.0739,1.7287,0.08442908776932659,0.306106,ns
FA WSL 2020-21,Tottenham Hotspur Women,C5_R3,14,946,0.001631,0.001922,below,-0.0354,-1.0898,0.2760576686765907,0.56789,ns
FA WSL 2020-21,Tottenham Hotspur Women,C6_R1,15,486,0.001397,0.003206,below,-0.1476,-3.2548,0.001213949811757989,0.01937,*
FA WSL 2020-21,Tottenham Hotspur Women,C6_R2,16,241,0.0429,0.042641,above,0.0024,0.0376,0.9699986214931096,0.979905,ns
FA WSL 2020-21,Tottenham Hotspur Women,C6_R3,17,543,0.001837,0.00285,below,-0.0784,-1.8271,0.06823848125197264,0.266803,ns
FA WSL 2020-21,West Ham United LFC,C1_R1,0,679,0.002478,0.00209,above,0.0358,0.9338,0.35071513022835,0.653056,ns
FA WSL 2020-21,West Ham United LFC,C1_R2,1,1306,0.001189,0.001261,below,-0.0072,-0.2595,0.7953089960533558,0.905019,ns
FA WSL 2020-21,West Ham United LFC,C1_R3,2,445,0.002486,0.001537,above,0.0899,1.8972,0.05845665287346879,0.263465,ns
FA WSL 2020-21,West Ham United LFC,C2_R1,3,1314,0.000732,0.000855,below,-0.0205,-0.7423,0.4580398555703208,0.686524,ns
FA WSL 2020-21,West Ham United LFC,C2_R2,4,1031,0.000449,0.000533,below,-0.0128,-0.4119,0.6805079881962568,0.849902,ns
FA WSL 2020-21,West Ham United LFC,C2_R3,5,1189,0.000754,0.000766,below,-0.0024,-0.0838,0.933259301796103,0.964517,ns
FA WSL 2020-21,West Ham United LFC,C3_R1,6,1598,0.000655,0.000574,above,0.019,0.7576,0.4487840084303393,0.686524,ns
FA WSL 2020-21,West Ham United LFC,C3_R2,7,1018,0.000552,0.000692,below,-0.0312,-0.9953,0.3198219003573949,0.63092,ns
FA WSL 2020-21,West Ham United LFC,C3_R3,8,1470,0.000483,0.000571,below,-0.0225,-0.8616,0.38902459554698926,0.667544,ns
FA WSL 2020-21,West Ham United LFC,C4_R1,9,1270,0.000952,0.00102,below,-0.0129,-0.4603,0.6453673131483555,0.835702,ns
FA WSL 2020-21,West Ham United LFC,C4_R2,10,759,0.001275,0.001356,below,-0.0131,-0.3619,0.7175092883566642,0.864025,ns
FA WSL 2020-21,West Ham United LFC,C4_R3,11,1337,0.000856,0.000887,below,-0.0065,-0.2376,0.8121997848188446,0.90899,ns
FA WSL 2020-21,West Ham United LFC,C5_R1,12,867,0.001858,0.002005,below,-0.0171,-0.504,0.6143876978330587,0.814158,ns
FA WSL 2020-21,West Ham United LFC,C5_R2,13,599,0.0048,0.00471,above,0.0062,0.1512,0.8798342493613739,0.938545,ns
FA WSL 2020-21,West Ham United LFC,C5_R3,14,1039,0.002076,0.001881,above,0.0204,0.6592,0.5099420012949788,0.741043,ns
FA WSL 2020-21,West Ham United LFC,C6_R1,15,507,0.003499,0.003014,above,0.0344,0.7754,0.43848915841394265,0.686331,ns
FA WSL 2020-21,West Ham United LFC,C6_R2,16,356,0.040521,0.042857,below,-0.0268,-0.5054,0.6136187859964678,0.814158,ns
FA WSL 2020-21,West Ham United LFC,C6_R3,17,674,0.002355,0.002803,below,-0.0324,-0.8417,0.40026229188069445,0.667544,ns
